user_latitude,user_longitude,problem_type,urgency_level,mechanic_latitude,mechanic_longitude,distance_km,mechanic_rating,open_24hrs,speciality_match,district,target
-2.431137,29.687943,Brake System,1,-2.346905,29.744281,11.27,4.1,0,1,Nyanza,1
-2.58724,29.7653,Welding,1,-2.646771,29.810735,8.32,4.1,0,0,Huye,0
-1.591274,30.013598,Oil Change,1,-1.560839,30.11989,12.29,4.7,0,1,Gicumbi,0
-1.9425,30.135113,Exhaust System,1,-1.920813,30.161445,3.79,4.6,0,0,Kicukiro,1
-1.661305,29.9863,Transmission Repair,1,-1.532191,30.121475,20.78,4.3,0,0,Gicumbi,0
-2.220122,30.174247,Electrical Systems,1,-2.2092789,30.1174268,6.43,4.8,0,0,Bugesera,1
-1.586748,29.959851,Electrical Systems,1,-1.57,29.71,27.83,4.2,0,1,Gicumbi,0
-2.145724,30.418301,Diagnostic Scanning,3,-2.1523022,30.5899581,19.09,4.3,1,1,Ngoma,0
-2.103308,30.070392,Air Conditioning,1,-2.036561,30.304627,27.07,4.3,0,1,Bugesera,0
-1.958106,30.126229,Bodywork,1,-1.90573,30.059812,9.4,3.8,1,1,Gasabo,1
-1.893629,30.49714,Engine Repair,1,-1.9770239,30.4295203,11.94,3.4,0,1,Rwamagana,1
-2.560873,29.759948,Diagnostic Scanning,1,-2.547331,29.715822,5.13,4.6,0,1,Huye,1
-1.910941,30.378837,Diagnostic Scanning,1,-1.972373,30.427198,8.69,4.4,0,0,Rwamagana,1
-1.87744,30.714363,Bodywork,1,-1.903844,30.659837,6.73,4.4,0,1,Kayonza,1
-1.98372,30.088509,Tire & Wheel,1,-2.00889,30.1069,3.47,4.7,1,0,Kicukiro,1
-1.616707,29.977954,Transmission Repair,1,-1.478987,30.091408,19.84,4.5,0,0,Gicumbi,1
-2.343982,30.64504,Bodywork,3,-2.139525,30.756232,25.87,4.3,0,0,Kirehe,0
-2.196498,30.133278,Transmission Repair,3,-2.2031559,30.2508053,13.08,3.2,1,1,Bugesera,1
-1.757601,30.050714,Diagnostic Scanning,1,-1.7765933,29.9325331,13.3,5.0,0,1,Rulindo,0
-2.210625,30.249772,Welding,1,-2.046957,30.335933,20.56,4.5,0,0,Bugesera,0
-1.613384,29.256946,Transmission Repair,1,-1.615779,29.301213,4.93,4.4,0,0,Rubavu,1
-2.595039,29.788798,Suspension & Steering,1,-2.5595967,29.7328259,7.36,4.1,0,1,Huye,0
-2.578638,29.782615,Brake System,3,-2.586408,29.70612,8.54,4.5,0,1,Huye,1
-1.939367,30.038052,Tire & Wheel,1,-1.995086,30.023057,6.42,4.4,1,1,Nyarugenge,0
-1.956511,30.07024,Diagnostic Scanning,1,-2.006541,30.054346,5.84,4.5,0,0,Kicukiro,1
-1.899499,30.378494,Diagnostic Scanning,1,-1.963373,30.48576,13.88,4.3,0,1,Rwamagana,1
-2.129412,30.417117,Welding,1,-2.124045,30.558367,15.71,3.3,0,1,Ngoma,0
-1.566481,29.69975,Air Conditioning,1,-1.446042,29.67667,13.64,4.2,0,1,Musanze,0
-1.738015,29.333421,Engine Repair,1,-1.661989,29.314009,8.72,4.6,1,0,Rubavu,1
-2.133137,30.540872,Suspension & Steering,1,-2.132715,30.607389,7.39,4.4,1,1,Ngoma,0
-1.874586,30.138523,Welding,3,-1.842927,30.100212,5.52,4.9,0,0,Gasabo,0
-2.133786,30.417109,Electrical Systems,1,-2.1756676,30.5336291,13.76,3.6,0,0,Ngoma,1
-1.661413,29.207407,Welding,3,-1.695061,29.192316,4.1,4.3,0,1,Rubavu,0
-1.901308,30.080918,Diagnostic Scanning,1,-1.916461,30.164882,9.48,4.6,0,0,Gasabo,1
-2.165474,30.212785,Welding,3,-1.979115,30.360917,26.46,4.7,0,1,Bugesera,0
-2.341412,30.677927,Suspension & Steering,3,-2.087363,30.725263,28.73,4.4,0,1,Kirehe,0
-2.011002,29.689157,Engine Repair,3,-2.029105,29.704576,2.64,4.5,1,1,Muhanga,1
-1.982983,30.067629,Welding,1,-1.9151,30.079797,7.67,3.8,0,0,Nyarugenge,1
-2.164651,30.539378,Exhaust System,1,-2.2175371,30.5624491,6.42,4.4,0,0,Ngoma,1
-2.386618,29.803739,Exhaust System,1,-2.313268,29.794488,8.22,4.4,0,0,Nyanza,1
-1.878496,30.057464,Bodywork,1,-1.953961,30.042963,8.54,3.3,0,1,Gasabo,0
-2.183401,30.42837,Engine Repair,1,-2.1913191,30.5656437,15.28,4.5,1,0,Ngoma,0
-1.943399,30.728503,Bodywork,1,-1.894241,30.613652,13.88,4.2,0,0,Kayonza,1
-1.518669,29.66675,Welding,1,-1.472477,29.632741,6.38,4.4,0,0,Musanze,1
-1.491521,29.699782,Exhaust System,1,-1.5355328,29.7064249,4.95,4.5,0,1,Musanze,1
-2.153713,30.467745,Engine Repair,3,-2.158189,30.58648,13.2,4.3,0,0,Ngoma,1
-1.911069,30.072421,Oil Change,1,-1.996061,30.104378,10.1,4.3,0,0,Nyarugenge,0
-2.653413,29.789075,Transmission Repair,1,-2.600461,29.796207,5.94,4.5,0,1,Huye,1
-2.125327,30.421946,Brake System,3,-2.158454,30.626134,22.99,3.5,0,0,Ngoma,0
-2.330225,29.661968,Engine Repair,1,-2.340147,29.780068,13.17,4.6,0,0,Nyanza,0
-2.179136,30.22508,Electrical Systems,1,-2.005604,30.284346,20.39,4.8,0,0,Bugesera,0
-1.953316,30.050385,Air Conditioning,1,-1.99868,30.024477,5.81,3.7,1,1,Nyarugenge,0
-2.111692,29.816951,Electrical Systems,1,-2.037075,29.763086,10.23,4.7,0,0,Muhanga,0
-1.562306,29.709526,Oil Change,1,-1.419226,29.613623,19.15,4.3,1,0,Musanze,1
-1.439328,29.595425,Tire & Wheel,1,-1.463368,29.710559,13.07,4.3,0,0,Musanze,0
-1.562973,29.709857,Engine Repair,1,-1.437444,29.543725,23.15,4.3,0,0,Musanze,0
-1.850177,30.677023,Transmission Repair,1,-1.911466,30.673303,6.83,4.1,0,0,Kayonza,1
-1.894415,30.36406,Bodywork,1,-2.029204,30.392193,15.31,4.3,0,0,Rwamagana,0
-2.221834,30.088604,Engine Repair,1,-2.044633,30.347112,34.83,3.8,0,0,Bugesera,0
-1.974144,30.087851,Oil Change,1,-1.975336,30.028805,6.56,4.1,0,1,Nyarugenge,1
-1.891248,30.02934,Tire & Wheel,3,-1.9689731,30.1667745,17.55,5.0,0,1,Gasabo,1
-2.012768,30.44483,Welding,1,-1.9499602,30.4366665,7.04,4.6,0,1,Rwamagana,0
-2.311763,29.698168,Oil Change,1,-2.3934121,29.7471567,10.59,4.6,0,1,Nyanza,1
-1.570843,29.678154,Transmission Repair,3,-1.585758,29.557496,13.51,4.6,1,0,Musanze,1
-2.084441,30.214422,Welding,1,-2.016105,30.33626,15.53,4.7,0,0,Bugesera,0
-1.946202,30.054015,Engine Repair,3,-2.009842,30.086874,7.96,4.4,1,1,Kicukiro,0
-2.203679,30.422486,Diagnostic Scanning,1,-2.158711,30.538298,13.81,4.6,0,0,Ngoma,0
-1.69077,30.090802,Transmission Repair,1,-1.671463,29.942293,16.65,4.8,0,0,Rulindo,0
-1.499774,29.981043,Diagnostic Scanning,1,-1.515702,30.083833,11.56,4.8,0,0,Gicumbi,0
-2.129113,29.713321,Bodywork,3,-2.075857,29.721447,5.99,4.4,0,0,Muhanga,1
-2.128019,30.256041,Bodywork,1,-2.033109,30.295732,11.44,4.4,0,1,Bugesera,1
-1.6591,30.073262,Transmission Repair,1,-1.569469,30.059427,10.08,5.0,0,1,Gicumbi,1
-1.803224,30.131463,Suspension & Steering,1,-1.733439,29.971442,19.4,4.7,0,0,Rulindo,1
-2.235374,30.078344,Diagnostic Scanning,1,-2.038476,30.315802,34.29,4.4,0,1,Bugesera,0
-2.011647,30.148003,Welding,1,-2.011422,30.058525,9.94,3.3,0,0,Kicukiro,1
-1.951592,30.113641,Brake System,1,-1.957707,30.15659,4.82,3.0,0,0,Kicukiro,0
-1.718414,30.013221,Electrical Systems,1,-1.717727,30.0339583,2.31,4.5,0,1,Rulindo,0
-1.999866,30.107802,Brake System,3,-2.014432,30.063478,5.19,4.9,0,0,Kicukiro,0
-1.886027,30.102908,Air Conditioning,1,-1.968773,30.142253,10.19,4.1,1,1,Gasabo,1
-1.78625,30.071336,Exhaust System,1,-1.748985,29.967542,12.26,4.2,0,0,Rulindo,1
-1.989597,30.097417,Exhaust System,1,-2.023391,30.120936,4.58,4.9,1,0,Kicukiro,0
-1.643181,30.005615,Welding,1,-1.649334,30.022855,2.03,3.2,0,0,Gicumbi,0
-2.627341,29.729906,Exhaust System,1,-2.566114,29.808027,11.03,4.6,0,0,Huye,1
-1.543074,30.032362,Engine Repair,1,-1.574939,30.119134,10.28,4.2,0,1,Gicumbi,1
-1.588243,29.993526,Diagnostic Scanning,1,-1.541727,30.069705,9.92,4.0,1,0,Gicumbi,1
-1.975614,30.365048,Oil Change,1,-1.967225,30.499832,15.01,3.5,0,0,Rwamagana,0
-2.373056,29.735861,Air Conditioning,1,-2.326318,29.703242,6.34,3.9,0,1,Nyanza,1
-1.939856,30.439208,Exhaust System,1,-1.9246113,30.4528526,2.27,4.3,0,1,Rwamagana,1
-1.64768,29.283672,Exhaust System,1,-1.643391,29.258402,2.85,5.0,0,0,Rubavu,1
-1.97573,30.470241,Brake System,1,-1.910397,30.508357,8.41,4.6,0,0,Rwamagana,1
-1.94312,30.420399,Suspension & Steering,1,-1.947856,30.458886,4.31,3.5,0,0,Rwamagana,0
-1.597869,30.052548,Engine Repair,1,-1.50427,30.107393,12.06,4.3,0,0,Gicumbi,1
-1.881595,30.131368,Transmission Repair,3,-1.927666,30.142383,5.27,4.0,0,0,Gasabo,1
-2.149346,30.49365,Tire & Wheel,3,-2.0752,30.56831,11.7,3.8,0,0,Ngoma,0
-1.632021,29.230312,Diagnostic Scanning,3,-1.761832,29.206698,14.67,4.0,0,1,Rubavu,1
-1.95082,30.37622,Oil Change,1,-1.937051,30.462277,9.69,4.4,1,0,Rwamagana,0
-2.148471,29.804719,Suspension & Steering,1,-2.05361,29.707726,15.08,4.3,0,0,Muhanga,0
-2.18949,30.460143,Tire & Wheel,1,-2.070046,30.531666,15.48,4.8,0,1,Ngoma,0
-2.208861,30.456501,Oil Change,1,-2.249473,30.415816,6.39,4.7,1,0,Ngoma,1
-2.017944,30.475804,Exhaust System,1,-1.967645,30.496317,6.04,4.5,0,0,Rwamagana,1
-2.09869,30.134452,Diagnostic Scanning,3,-1.991465,30.31551,23.39,5.0,0,1,Bugesera,0
-2.343866,29.679148,Exhaust System,1,-2.44593,29.707285,11.77,3.8,0,1,Nyanza,1
-1.968911,30.49418,Engine Repair,3,-1.989476,30.352231,15.94,4.6,0,0,Rwamagana,1
-1.831021,30.615973,Electrical Systems,1,-1.911302,30.616954,8.93,4.2,0,0,Kayonza,0
-2.11622,30.526973,Air Conditioning,1,-2.094099,30.564063,4.8,4.7,1,0,Ngoma,1
-2.337458,29.661716,Air Conditioning,1,-2.332221,29.7764878,12.76,4.9,0,1,Nyanza,1
-2.406551,29.744014,Engine Repair,1,-2.313418,29.731911,10.44,4.6,1,0,Nyanza,1
-2.210137,30.550535,Bodywork,1,-2.1360925,30.5192545,8.94,4.9,0,0,Ngoma,1
-2.061956,30.500074,Suspension & Steering,1,-2.2280126,30.5664638,19.88,4.3,0,1,Ngoma,0
-2.001549,29.692655,Transmission Repair,1,-2.04395,29.733437,6.54,4.6,0,0,Muhanga,1
-1.889316,30.630663,Welding,3,-1.8939865,30.4914674,15.48,4.4,1,1,Kayonza,1
-1.518934,30.036756,Electrical Systems,3,-1.621188,30.049111,11.45,3.7,0,0,Gicumbi,1
-2.176135,30.090135,Engine Repair,3,-2.1270599,30.1322878,7.19,4.9,1,1,Bugesera,0
-1.434863,29.557144,Brake System,3,-1.414985,29.574267,2.92,3.2,0,0,Musanze,0
-1.772744,30.036729,Brake System,1,-1.7711571,29.9772235,6.62,4.2,0,1,Rulindo,0
-1.899627,30.084195,Electrical Systems,1,-1.936685,30.092821,4.23,4.3,1,0,Gasabo,1
-2.414859,30.61386,Engine Repair,3,-2.09316,30.781941,40.35,5.0,1,0,Kirehe,0
-2.142482,30.18983,Bodywork,3,-1.962419,30.321674,24.81,4.5,1,0,Bugesera,0
-1.535959,30.102581,Tire & Wheel,3,-1.575582,30.073827,5.44,4.8,1,1,Gicumbi,0
-1.701343,29.266324,Electrical Systems,1,-1.663613,29.280069,4.46,4.0,0,0,Rubavu,1
-2.105847,29.805117,Engine Repair,3,-2.1174612,29.7956348,1.67,4.8,0,1,Muhanga,0
-1.516274,30.120403,Oil Change,1,-1.473411,30.054035,8.78,4.3,0,0,Gicumbi,0
-1.979521,30.140955,Bodywork,1,-1.987595,30.11963,2.53,3.7,0,0,Kicukiro,1
-2.023956,29.724495,Welding,1,-2.088258,29.720896,7.16,4.5,0,1,Muhanga,1
-2.600166,29.744398,Diagnostic Scanning,1,-2.648961,29.740439,5.44,4.2,1,0,Huye,1
-1.958116,30.088387,Tire & Wheel,1,-1.96801,30.106092,2.25,3.4,1,0,Nyarugenge,0
-2.059067,29.698401,Tire & Wheel,1,-2.06,29.74,4.62,3.0,0,1,Muhanga,1
-1.779344,29.993972,Bodywork,3,-1.7235989,29.9223267,10.09,4.9,0,0,Rulindo,0
-2.011606,29.741713,Suspension & Steering,1,-2.0721236,29.7916253,8.72,3.9,0,0,Muhanga,1
-1.862274,30.561317,Electrical Systems,1,-1.8913873,30.4683226,10.83,3.6,1,1,Kayonza,1
-1.765516,30.102485,Engine Repair,3,-1.734412,29.936693,18.75,4.3,0,1,Rulindo,0
-1.882547,30.44685,Suspension & Steering,1,-1.964768,30.478984,9.82,4.5,0,0,Rwamagana,1
-2.363599,29.781829,Air Conditioning,1,-2.309207,29.781754,6.05,4.3,0,1,Nyanza,0
-1.932344,30.092057,Diagnostic Scanning,3,-1.987987,30.036527,8.74,4.7,0,0,Nyarugenge,1
-2.099239,30.556024,Tire & Wheel,1,-2.1418,30.403709,17.57,3.1,1,1,Ngoma,0
-1.838166,30.639216,Diagnostic Scanning,1,-1.976436,30.556352,17.92,3.5,1,0,Kayonza,0
-2.592565,29.761574,Tire & Wheel,3,-2.539539,29.739629,6.38,3.5,0,0,Huye,1
-2.282468,29.706117,Oil Change,1,-2.353859,29.779486,11.38,3.3,0,0,Nyanza,0
-2.107924,30.534997,Bodywork,3,-2.072697,30.613883,9.6,4.4,1,1,Ngoma,1
-2.140181,29.676552,Electrical Systems,3,-2.0918451,29.7808444,12.77,5.0,0,1,Muhanga,1
-2.100078,30.488146,Bodywork,3,-2.111206,30.561116,8.2,4.2,0,0,Ngoma,1
-1.685604,29.336467,Transmission Repair,1,-1.761857,29.246606,13.1,3.8,0,0,Rubavu,1
-2.355916,30.712863,Exhaust System,1,-2.126062,30.781018,26.66,4.8,0,0,Kirehe,0
-2.140017,30.544371,Oil Change,1,-2.079671,30.424806,14.88,4.2,1,1,Ngoma,1
-1.916024,30.080807,Welding,3,-1.933116,30.095716,2.52,4.9,0,0,Nyarugenge,1
-2.617822,29.676818,Air Conditioning,1,-2.583458,29.784183,12.52,4.5,0,1,Huye,1
-2.248144,30.195061,Electrical Systems,1,-1.998867,30.307808,30.42,4.1,0,0,Bugesera,0
-1.928102,30.084237,Engine Repair,3,-1.961785,30.041875,6.02,4.9,0,0,Nyarugenge,1
-1.836902,30.704157,Engine Repair,1,-1.9345449,30.5592405,19.42,4.3,1,1,Kayonza,0
-2.223093,30.18438,Tire & Wheel,3,-2.261001,30.196639,4.43,3.8,0,1,Bugesera,1
-2.275537,30.57081,Oil Change,3,-2.134684,30.720876,22.88,4.7,0,0,Kirehe,0
-1.701634,29.994737,Bodywork,1,-1.720902,29.948212,5.6,4.6,1,0,Rulindo,1
-2.357756,30.731214,Suspension & Steering,1,-2.153464,30.811627,24.41,4.5,0,1,Kirehe,0
-2.197221,30.553501,Exhaust System,1,-2.119374,30.608718,10.61,4.8,0,1,Ngoma,1
-1.971276,30.479468,Air Conditioning,1,-1.963328,30.453017,3.07,4.7,0,1,Rwamagana,1
-2.323742,30.641449,Tire & Wheel,3,-2.1327613,30.6186553,21.39,3.4,0,0,Kirehe,0
-2.116028,29.811849,Bodywork,1,-2.069801,29.749614,8.62,4.5,0,0,Muhanga,0
-1.56643,29.604708,Welding,1,-1.438932,29.691172,17.13,3.7,1,0,Musanze,0
-2.126472,30.221486,Exhaust System,1,-2.019731,30.302365,14.89,4.6,0,0,Bugesera,1
