id,name,latitude,longitude,address,phone,rating,open_24hrs,speciality,district,city,place_id,google_maps_url
68,JACANA GARAGE HUYE Ltd,-2.5915031,29.7382056,"CP5Q+C2Q, Butare, Rwanda",+250 789 000 000,1.5,FALSE,"Engine tune-up, gearbox repair, AC service, painting",Huye,Huye (Butare),ChIJaST7AAANwxkRhcSIVncxBAk,https://www.google.com/maps/place/?q=place_id:ChIJaST7AAANwxkRhcSIVncxBAk
69,Progress Garage,-2.5931032,29.7379817,"CP4Q+Q55, Butare, Rwanda",+250 788 644 874,1.5,TRUE,"Diagnostics, engine repair, electrical faults, AC service",Huye,Huye (Butare),ChIJXycpOwANwxkREfM85R6C1Tk,https://www.google.com/maps/place/?q=place_id:ChIJXycpOwANwxkREfM85R6C1Tk
70,United Training Services Garage,-1.300889,30.3203784,"M8XC+J5R, Nyagatare, Rwanda",+250 788 472 762,2,FALSE,"Brake service, tyre fitting, wheel balancing, oil change",Nyagatare,Nyagatare,ChIJN_qAh0Lz2xkRYYJ3gAnDzEw,https://www.google.com/maps/place/?q=place_id:ChIJN_qAh0Lz2xkRYYJ3gAnDzEw
71,HR Auto Mods Ltd,-2.0810188,29.7508459,"Near Ahazaza Primary School, Muhanga, Rwanda",+250 792 009 210,1.9,FALSE,"General repair, exhaust, suspension, clutch replacement",Muhanga,Muhanga,ChIJmSYZK2rL3BkRYckY16DY0bk,https://www.google.com/maps/place/?q=place_id:ChIJmSYZK2rL3BkRYckY16DY0bk
72,Muhanga Smart Garage,-2.0843002,29.7513861,"WQ82+7HC, Muhanga, Rwanda",+250 785 761 688,1.9,FALSE,"Spare parts, engine repair, gearbox, painting",Muhanga,Muhanga,ChIJxavZDADL3BkRv1u-IZSXA48,https://www.google.com/maps/place/?q=place_id:ChIJxavZDADL3BkRv1u-IZSXA48
73,General Business and Services Hub,-2.3496079,29.7513075,"Nyanza, Rwanda",+250 794 000 000,1.5,FALSE,"Electrical faults, diagnostics, battery, alternator repair",Nyanza,Nyanza,ChIJ6WiU-Ng_wxkROh4ZGlOOt-I,https://www.google.com/maps/place/?q=place_id:ChIJ6WiU-Ng_wxkROh4ZGlOOt-I
74,Garage Diocese Kabgayi,-2.0962,29.7485,"Gitarama, Muhanga, Rwanda",+250 788 000 000,2,FALSE,"Engine tune-up, gearbox repair, AC service, painting",Muhanga,Muhanga,ChIJ83339KABYAYI04,https://www.google.com/maps/place/?q=place_id:ChIJ83339KABYAYI04
75,Garage Economat General Du Diocese de Kibungo VTC,-2.14682,30.54883,"RN3, Kibungo, Rwanda",+250 788 469 751,1.5,FALSE,"General repair, welding, body work, engine overhaul",Ngoma,Kibungo,ChIJ474541FC929F0523E20A,https://www.google.com/maps/place/?q=place_id:ChIJ474541FC929F0523E20A
76,Pitstop Auto Clinic & Spa,-1.9444355,30.1282721,"KG 42 St, Kigali, Rwanda",+250 781 605 661,1.8,FALSE,"Engine overhaul, electrical faults, welding, body repair",Gasabo,Kigali,ChIJKRWkSbel3BkROoBhljB65sM,https://www.google.com/maps/place/?q=place_id:ChIJKRWkSbel3BkROoBhljB65sM
77,Korea Automobile High Technology,-1.968778,30.0791331,"23JH+8JJ, KK 559 St, Kigali, Rwanda",+250 781 161 559,1.7,FALSE,"Engine tune-up, gearbox repair, AC service, painting",Kicukiro,Kigali,ChIJS4OWOwCn3BkR26ij_ItvIA4,https://www.google.com/maps/place/?q=place_id:ChIJS4OWOwCn3BkR26ij_ItvIA4
78,001 Car Care Shop,-1.958464,30.1127611,"24R7+J46, Kigali, Rwanda",+250 793 085 331,1.8,TRUE,"Electrical faults, diagnostics, battery, alternator repair",Kicukiro,Kigali,ChIJrT4OawCn3BkRxOpisEUTmcM,https://www.google.com/maps/place/?q=place_id:ChIJrT4OawCn3BkRxOpisEUTmcM
79,Best Road Garage,-1.9465758,30.1275224,"343H+84W, 27 KG 42 St, Kigali, Rwanda",+250 783 484 370,2,FALSE,"General repair, spare parts, oil change, wheel alignment",Gasabo,Kigali,ChIJ9eIVUgCn3BkR8wGB2gq66rk,https://www.google.com/maps/place/?q=place_id:ChIJ9eIVUgCn3BkR8wGB2gq66rk
80,JUCY GARAGE,-1.9456492,30.1279368,"343H+P5V, KG 42 St, Kigali, Rwanda",+250 783 230 596,1.7,TRUE,"Body repair, painting, denting, welding",Gasabo,Kigali,ChIJm2WxXFGn3BkR_1XR5wN5SG4,https://www.google.com/maps/place/?q=place_id:ChIJm2WxXFGn3BkR_1XR5wN5SG4
81,Pincage Garage,-1.9503385,30.1169978,"24X8+VV3, Kigali, Rwanda",+250 788 857 412,1.6,FALSE,"Spare parts, engine repair, gearbox, painting",Kicukiro,Kigali,ChIJt7lbTACn3BkRaE-DeopsyXw,https://www.google.com/maps/place/?q=place_id:ChIJt7lbTACn3BkRaE-DeopsyXw
82,King Korean Garage,-1.9411642,30.130332,"Kigali, Rwanda",+250 795 015 212,1.7,FALSE,"General repair, diagnostics, AC service, tyre fitting",Gasabo,Kigali,ChIJsWC-dQCn3BkRiKf45osPBWc,https://www.google.com/maps/place/?q=place_id:ChIJsWC-dQCn3BkRiKf45osPBWc
83,Neo-Tech.RW,-1.9362504,30.1301267,"Kigali, Rwanda",+250 785 245 008,1.7,TRUE,"General repair, suspension, steering, tyre fitting",Gasabo,Kigali,ChIJvYcFdd-n3BkRSkEGIRhcy3Y,https://www.google.com/maps/place/?q=place_id:ChIJvYcFdd-n3BkRSkEGIRhcy3Y
